<<<<<<< HEAD
Rhynchocyon_chrysopygus
Mus_caroli
Peromyscus_crinitus
Pteropus_rodricensis
Crocidura_negrina
Mungos_mungo
Elaphurus_davidianus
Gerbillus_occiduus
Pteropus_vetulus
Speothos_venaticus
Rhinolophus_arcuatus
Oecomys_superans
Geomys_tropicalis
Aepyceros_melampus
Soriculus_leucops
Sigmodon_ochrognathus
Conepatus_chinga
Phyllostomus_latifolius
Peromyscus_stirtoni
Chrotopterus_auritus
Sundasciurus_rabori
Oxymycterus_delator
Craseonycteris_thonglongyai
Tamias_minimus
Apomys_datae
Alouatta_pigra
Microtus_breweri
Oecomys_bicolor
Rattus_argentiventer
Diclidurus_scutatus
Mysateles_prehensilis
Eptesicus_vulturnus
Sminthopsis_laniger
Ctenomys_australis
Eulemur_macaco
Tokudaia_osimensis
Agouti_paca
Oryzomys_dimidiatus
Echymipera_rufescens
Muscardinus_avellanarius
Euneomys_petersoni
Genetta_genetta
Gerbillurus_setzeri
Dinaromys_bogdanovi
Acerodon_humilis
Eremodipus_lichtensteini
Lasiopodomys_mandarinus
Budorcas_taxicolor
Nyctereutes_procyonoides
Akodon_affinis
Tapirus_bairdii
Chlorotalpa_leucorhina
Nyctophilus_microdon
Spermophilus_major
Sphaerias_blanfordi
Saccolaimus_peli
Spermophilus_parryii
Oligoryzomys_nigripes
Macrotis_lagotis
Nesokia_bunnii
Oreotragus_oreotragus
Solisorex_pearsoni
Microtus_evoronensis
Rattus_tiomanicus
Trichechus_inunguis
Macroscelides_proboscideus
Oryzomys_albigularis
Cercopithecus_erythrogaster
Gerbillurus_tytonis
Loxodonta_africana
Niviventer_lepturus
Capra_cylindricornis
Pappogeomys_gymnurus
Vulpes_velox
Niviventer_excelsior
Syconycteris_australis
Leptonychotes_weddellii
Akodon_puer
Moschus_berezovskii
Chiroderma_improvisum
Mesomys_obscurus
Aethomys_granti
Phenacomys_intermedius
Allenopithecus_nigroviridis
Podogymnura_truei
Chinchilla_brevicaudata
Ochotona_roylei
Andalgalomys_olrogi
Microgale_principula
Feresa_attenuata
Crocidura_gracilipes
Eothenomys_proditor
Acomys_cahirinus
Pipistrellus_cadornae
Molossus_sinaloae
Rattus_elaphinus
Oxymycterus_hucucha
Chiropodomys_major
Dasyprocta_kalinowskii
Xerus_princeps
Catagonus_wagneri
Chaerephon_bemmeleni
Vulpes_cana
Burramys_parvus
Oryzomys_intermedius
Tragelaphus_eurycerus
Petrodromus_tetradactylus
Crossarchus_ansorgei
Spermophilus_tridecemlineatus
Arvicola_sapidus
Diplomys_labilis
Alticola_semicanus
Ctenomys_nattereri
Steno_bredanensis
Auliscomys_pictus
Ochotona_dauurica
Rhipidomys_venustus
Dipodomys_agilis
Nyctalus_aviator
Microtus_daghestanicus
Platanista_gangetica
Meriones_arimalius
Psammomys_obesus
Pteropus_melanotus
Anomalurus_pusillus
Lemur_catta
Lynx_pardinus
Pipistrellus_bodenheimeri
Sciurus_ignitus
Pseudomys_delicatulus
Rattus_lutreolus
Myotis_hasseltii
Tragelaphus_strepsiceros
Sorex_fumeus
Komodomys_rintjanus
Margaretamys_elegans
Zyzomys_palatilis
Akodon_varius
Proechimys_gorgonae
Hesperoptenus_gaskelli
Marmosa_robinsoni
Dorcatragus_megalotis
Microtus_agrestis
Glaucomys_volans
Tamias_rufus
Balaenoptera_edeni
Crocidura_fuliginosa
Crocidura_latona
Lonchorhina_aurita
Octodon_lunatus
Spermophilus_canus
Galago_moholi
Hybomys_univittatus
Macaca_silenus
Tylomys_bullaris
Nycteris_thebaica
Martes_melampus
Herpestes_vitticollis
Jaculus_orientalis
Atelerix_albiventris
Rhinolophus_shameli
Setonix_brachyurus
Ctenomys_opimus
Gorilla_gorilla
Holochilus_brasiliensis
Mesoplodon_bowdoini
Chaerephon_aloysiisabaudiae
Pteropus_aldabrensis
Presbytis_comata
Sorex_hoyi
Aselliscus_tricuspidatus
Trachypithecus_francoisi
Phyllotis_darwini
Paraxerus_vexillarius
Epomops_dobsoni
Rhipidomys_austrinus
Ochotona_muliensis
Dobsonia_exoleta
Chalinolobus_morio
Aotus_nancymaae
Arctocephalus_galapagoensis
Phascolarctos_cinereus
Neusticomys_monticolus
Myotis_chiloensis
Chrysospalax_villosus
Molossus_bondae
Heliophobius_argenteocinereus
Maxomys_hylomyoides
Mastomys_hildebrandtii
Pseudochirops_corinnae
Monophyllus_redmani
Promops_nasutus
Atherurus_macrourus
Volemys_millicens
Redunca_arundinum
Romerolagus_diazi
Pteromys_momonga
Scotophilus_heathi
Micronycteris_pusilla
Kerivoula_jagorii
Crocidura_muricauda
Melomys_gracilis
Alces_alces
Rousettus_madagascariensis
Gymnuromys_roberti
Odobenus_rosmarus
Phyllostomus_elongatus
Myomys_yemeni
Rattus_enganus
Melonycteris_aurantius
Petromyscus_barbouri
Neotoma_devia
Muntiacus_gongshanensis
Platyrrhinus_brachycephalus
Dactylopsila_trivirgata
Tachyoryctes_naivashae
Taphozous_hamiltoni
Crocidura_ludia
Epomops_buettikoferi
Hipposideros_crumeniferus
Bunomys_prolatus
Rhinophylla_alethina
Crocidura_lamottei
Ochotona_gaoligongensis
Sicista_tianshanica
Pygeretmus_shitkovi
Spermophilus_tereticaudus
Myotis_cobanensis
Atelerix_algirus
Alticola_stoliczkanus
Bolomys_lasiurus
Dicrostonyx_nunatakensis
Oligoryzomys_andinus
Taphozous_longimanus
Vulpes_zerda
Neotragus_batesi
Mogera_insularis
Elephantulus_intufi
Spermophilus_washingtoni
Allactaga_bullata
Phoca_largha
Batomys_salomonseni
Chrotomys_mindorensis
Saiga_tatarica
Crocidura_raineyi
Dasypus_hybridus
Alticola_barakshin
Mallomys_istapantap
Marmosops_noctivagus
Proechimys_cayennensis
Suncus_malayanus
Myotis_bocagei
Sorex_roboratus
Rhipidomys_couesi
Hipposideros_marisae
Peromyscus_oreas
Graomys_griseoflavus
Spermophilus_suslicus
Sousa_teuszii
Oligoryzomys_vegetus
Microgale_parvula
Akodon_fumeus
Conepatus_semistriatus
Lagostrophus_fasciatus
Herpestes_javanicus
Hipposideros_coronatus
Ellobius_alaicus
Cercopithecus_mona
Melomys_fraterculus
Tragulus_javanicus
Gazella_rufifrons
Manis_gigantea
Artibeus_fraterculus
Parotomys_brantsii
Tatera_inclusa
Pteropus_argentatus
Pteronotus_quadridens
Spermophilus_fulvus
Makalata_armata
Ammospermophilus_insularis
Ellobius_tancrei
Reithrodontomys_fulvescens
Mops_mops
Macruromys_elegans
Ctenomys_brasiliensis
Akodon_albiventer
Taeromys_arcuatus
Arctocephalus_townsendi
Crocidura_ultima
Tatera_kempi
Myotis_bechsteini
Myotis_yumanensis
Microtus_savii
Dasyprocta_guamara
Chalinolobus_poensis
Nycteris_nana
Eupetaurus_cinereus
Tadarida_aegyptiaca
Ochotona_pusilla
Crocidura_grandis
Vespertilio_murinus
Pseudalopex_vetulus
Boneia_bidens
Oryx_leucoryx
Rhinolophus_trifoliatus
Chrotogale_owstoni
Chaetodipus_intermedius
Proechimys_albispinus
Saguinus_oedipus
Lestodelphys_halli
Orthogeomys_matagalpae
Plerotes_anchietai
Peromyscus_levipes
Mus_spicilegus
Hipposideros_stenotis
Pipistrellus_pipistrellus
Crocidura_usambarae
Sundasciurus_mindanensis
Crocidura_tarfayensis
Petinomys_hageni
Mormoops_blainvillii
Spalax_zemni
Kunsia_fronto
Myotis_oxyotus
Acomys_percivali
Apodemus_uralensis
Lobodon_carcinophagus
Otolemur_garnettii
Chimarrogale_sumatrana
Hystrix_javanica
Rhinolophus_simulator
Mus_vulcani
Taterillus_pygargus
Dendromus_vernayi
Clethrionomys_glareolus
Sotalia_fluviatilis
Akodon_juninensis
Aethomys_kaiseri
Mops_sarasinorum
Paruromys_dominator
Apomys_hylocoetes
Diaemus_youngi
Petromyscus_collinus
Sylvisorex_ollula
Thomomys_townsendii
Graphiurus_crassicaudatus
Meriones_tristrami
Hylomys_sinensis
Micropotamogale_ruwenzorii
Harpyionycteris_celebensis
Eira_barbara
Martes_pennanti
Georychus_capensis
Molossops_abrasus
Cryptotis_goldmani
Neotoma_nelsoni
Neotoma_mexicana
Stenocephalemys_albocaudata
Sorex_granarius
Cryptotis_endersi
Saccopteryx_canescens
Dendrolagus_lumholtzi
Phaner_furcifer
Mus_haussa
Crocidura_zimmeri
Microcavia_niata
Blanfordimys_afghanus
Microtus_limnophilus
Hyomys_goliath
Saimiri_boliviensis
Crocidura_zimmermanni
Herpestes_urva
Eumops_auripendulus
Thylamys_pallidior
Leopoldamys_edwardsi
Pteronotus_parnellii
Sylvisorex_megalura
Callithrix_jacchus
Suncus_remyi
Mormopterus_jugularis
Graphiurus_murinus
Eothenomys_inez
Herpestes_ichneumon
Nyctimene_masalai
Sorex_nanus
Pontoporia_blainvillei
Myotis_ikonnikovi
Sorex_alpinus
Atherurus_africanus
Dorcopsis_atrata
Emballonura_raffrayana
Myotis_aelleni
Dipodomys_nelsoni
Crocidura_cyanea
Monodelphis_rubida
Gerbillus_lowei
Crocidura_dhofarensis
Chiruromys_vates
Dasyprocta_prymnolopha
Mustela_nigripes
Lemmus_sibiricus
Hipposideros_caffer
Mesoplodon_densirostris
Pseudocheirus_mayeri
Nyctimene_cyclotis
Myomys_derooi
Melomys_mollis
Panthera_leo
Cryptotis_magna
Varecia_variegata
Akodon_simulator
Akodon_lindberghi
Apodemus_ponticus
Taphozous_melanopogon
Saccopteryx_bilineata
Pseudomys_novaehollandiae
Scapteromys_tumidus
Balaenoptera_physalus
Monophyllus_plethodon
Rattus_sordidus
Mogera_wogura
Gerbillus_syrticus
Tamias_cinereicollis
Phalanger_pelengensis
Hadromys_humei
Dasypus_novemcinctus
Damaliscus_hunteri
Eonycteris_spelaea
Graphiurus_surdus
Spermophilus_erythrogenys
Rattus_hoogerwerfi
Gerbillus_juliani
Sorex_haydeni
Pipistrellus_aero
Arctocephalus_gazella
Acerodon_celebensis
Gazella_spekei
Felis_chaus
Tamiasciurus_hudsonicus
Sigmodon_fulviventer
Pseudomys_patrius
Oryzorictes_tetradactylus
Plecotus_rafinesquii
Phoca_fasciata
Hyperacrius_fertilis
Crocidura_congobelgica
Dorcopsis_luctuosa
Oecomys_flavicans
Ochotona_koslowi
Macroglossus_minimus
Taphozous_hildegardeae
Pipistrellus_aegyptius
Melomys_rattoides
Microtus_umbrosus
Tarsius_bancanus
Microgale_dryas
Lagenorhynchus_obscurus
Galago_gallarum
Oryzomys_talamancae
Theropithecus_gelada
Marmosa_rubra
Margaretamys_parvus
Chimarrogale_styani
Potos_flavus
Microgale_longicaudata
Okapia_johnstoni
Oligoryzomys_microtis
Metachirus_nudicaudatus
Meriones_zarudnyi
Glischropus_javanus
Microtus_arvalis
Paraxerus_palliatus
Cryptotis_gracilis
Tachyoryctes_splendens
Rhinolophus_lepidus
Hyaena_hyaena
Myotis_dominicensis
Eptesicus_bobrinskoi
Mops_niangarae
Pappogeomys_fumosus
Procapra_przewalskii
Mustela_putorius
Epomophorus_gambianus
Microtus_maximowiczii
Melanomys_robustulus
Pipistrellus_rueppelli
Thrichomys_apereoides
Arvicanthis_niloticus
Sylvilagus_floridanus
Trachypithecus_phayrei
Mustela_lutreolina
Crocidura_fulvastra
Gerbillus_bonhotei
Aselliscus_stoliczkanus
Mormoops_megalophylla
Manis_pentadactyla
Enhydra_lutris
Bison_bonasus
Crocidura_fuscomurina
Galago_alleni
Bettongia_lesueur
Hypsignathus_monstrosus
Naemorhedus_baileyi
Sciurus_nayaritensis
Rhogeessa_alleni
Mastomys_angolensis
Tateomys_rhinogradoides
Scleronycteris_ega
Nycteris_macrotis
Cheirogaleus_major
Crocidura_elgonius
Marmota_marmota
Akodon_budini
Napaeozapus_insignis
Sorex_samniticus
Oryzomys_bolivaris
Pipistrellus_coromandra
Erinaceus_concolor
Phenacomys_ungava
Rhipidomys_macconnelli
Crocidura_eisentrauti
Mesomys_didelphoides
Elephantulus_brachyrhynchus
Petaurus_gracilis
Mydaus_marchei
Mesechinus_dauuricus
Bos_taurus
Neotoma_cinerea
Myotis_morrisi
Apodemus_latronum
Scalopus_aquaticus
Peromyscus_furvus
Callithrix_kuhlii
Chaerephon_jobensis
Steatomys_caurinus
Spilocuscus_maculatus
Cephalophus_maxwellii
Platyrrhinus_recifinus
Dendrogale_murina
Pseudomys_shortridgei
Thylamys_macrura
Carollia_subrufa
Lenothrix_canus
Lepus_callotis
Desmodilliscus_braueri
Rattus_annandalei
Caperea_marginata
Aeromys_tephromelas
Crocidura_foxi
Nycteris_gambiensis
Pteropus_samoensis
Lasiurus_ega
Sorex_asper
Dipodomys_nitratoides
Pseudocheirus_forbesi
Dicrostonyx_nelsoni
Uropsilus_gracilis
Crocidura_whitakeri
Lagenodelphis_hosei
Myotis_albescens
Stenella_longirostris
Crocidura_nigripes
Calomys_callosus
Macaca_arctoides
Rattus_ranjiniae
Noctilio_leporinus
Phalanger_orientalis
Lariscus_niobe
Nycteris_woodi
Mesophylla_macconnelli
Ochotona_collaris
Crocidura_pullata
Sylvilagus_graysoni
Myotis_yesoensis
Cavia_aperea
Gymnobelideus_leadbeateri
Sundasciurus_philippinensis
Sturnira_bogotensis
Procapra_picticaudata
Nesoryzomys_swarthi
Nycticeius_humeralis
Antechinus_wilhelmina
Sorex_pacificus
Ametrida_centurio
Cyttarops_alecto
Spilogale_pygmaea
Petrogale_rothschildi
Cebus_albifrons
Tadarida_ventralis
Microtus_multiplex
Petaurista_magnificus
Artibeus_anderseni
Euoticus_elegantulus
Platyrrhinus_chocoensis
Spermophilus_armatus
Dasycercus_byrnei
Thomasomys_baeops
Thomasomys_hylophilus
Mops_nanulus
Sylvilagus_bachmani
Sminthopsis_granulipes
Centronycteris_maximiliani
Capra_nubiana
Cephalophus_rufilatus
Hipposideros_beatus
Akodon_subfuscus
Trichechus_manatus
Crocidura_crenata
Graphiurus_ocularis
Capra_hircus
Akodon_nigrita
Melomys_levipes
Dendromus_mystacalis
Mesomys_leniceps
Pseudomys_oralis
Dremomys_pyrrhomerus
Allactaga_elater
Sylvisorex_howelli
Geomys_bursarius
Clyomys_bishopi
Isthmomys_pirrensis
Mandrillus_leucophaeus
Galagoides_demidoff
Hydromys_neobrittanicus
Batomys_granti
Lepus_timidus
Petrogale_lateralis
Sigmoceros_lichtensteinii
Pseudomys_bolami
Trachypithecus_vetulus
Acomys_nesiotes
Arborimus_pomo
Dendrohyrax_validus
Rhipidomys_latimanus
Hipposideros_breviceps
Eulemur_fulvus
Gerbillus_maghrebi
Ochotona_himalayana
Tarsomys_echinatus
Martes_flavigula
Micronycteris_daviesi
Eptesicus_sagittula
Chiropodomys_muroides
Petauroides_volans
Strigocuscus_gymnotis
Histiotus_montanus
Kannabateomys_amblyonyx
Rhinolophus_acuminatus
Gerbillus_jamesi
Praomys_hartwigi
Myotis_formosus
Chinchillula_sahamae
Pseudomys_fumeus
Gerbillus_gleadowi
Mus_kasaicus
Rhinolophus_paradoxolophus
Marmota_caudata
Lichonycteris_obscura
Onychomys_torridus
Kerivoula_cuprosa
Phoca_sibirica
Isothrix_pagurus
Nectomys_parvipes
Sorex_bairdii
Kerivoula_pellucida
Cercopithecus_cephus
Rattus_morotaiensis
Echimys_thomasi
Salanoia_concolor
Chlorotalpa_tytonis
Aotus_lemurinus
Urocyon_littoralis
Dipodomys_panamintinus
Tursiops_truncatus
Mesoplodon_carlhubbsi
Cyclopes_didactylus
Antechinus_melanurus
Apodemus_mystacinus
Oryzomys_balneator
Cabassous_centralis
Thallomys_loringi
Galea_musteloides
Talpa_caeca
Pithecia_albicans
Rhinolophus_anderseni
Rheomys_raptor
Epomophorus_grandis
Bassaricyon_alleni
Cryptotis_goodwini
Canis_lupus
Myospalax_rothschildi
Balaenoptera_borealis
Lasiopodomys_fuscus
Bradypus_torquatus
Aepyprymnus_rufescens
Pseudorca_crassidens
Tadarida_lobata
Myospalax_aspalax
Niviventer_niviventer
Oryzomys_buccinatus
Gazella_dama
Zyzomys_maini
Genetta_abyssinica
Coelops_robinsoni
Vormela_peregusna
Suncus_murinus
Sylvisorex_johnstoni
Rhinopoma_microphyllum
Beamys_major
Lophocebus_albigena
Gerbillus_hesperinus
Rattus_marmosurus
Marmota_monax
Murina_ussuriensis
Vicugna_vicugna
Macaca_mulatta
Myotis_siligorensis
Oenomys_hypoxanthus
Eumops_bonariensis
Antechinus_stuartii
Avahi_laniger
Myoprocta_exilis
Oryzomys_ratticeps
Colomys_goslingi
Trichechus_senegalensis
Microtus_kermanensis
Mirounga_leonina
Rupicapra_pyrenaica
Canis_latrans
Oxymycterus_paramensis
Monodelphis_osgoodi
Funambulus_pennantii
Lophuromys_luteogaster
Oreamnos_americanus
Bolomys_obscurus
Hipposideros_lylei
Nyctimene_certans
Rhinolophus_subbadius
Praomys_delectorum
Philander_andersoni
Naemorhedus_sumatraensis
Pseudochirops_albertisii
Pteropus_melanopogon
Addax_nasomaculatus
Lonchothrix_emiliae
Puma_concolor
Taphozous_perforatus
Gerbillus_gerbillus
Celaenomys_silaceus
Meriones_hurrianae
Myomimus_roachi
Thyroptera_tricolor
Marmota_bobak
Ammodillus_imbellis
Pseudomys_apodemoides
Chiropodomys_gliroides
Heteromys_oresterus
Notomys_alexis
Crocidura_attila
Oryzomys_melanotis
Mus_baoulei
Hipposideros_lamottei
Allactaga_major
Sylvilagus_dicei
Oryzomys_chapmani
Loris_tardigradus
Sylvilagus_cunicularius
Chiropotes_albinasus
Hylobates_moloch
Otomys_sloggetti
Hybomys_eisentrauti
Cercopithecus_lhoesti
Dipodomys_ordii
Eumops_hansae
Syncerus_caffer
Trichosurus_vulpecula
Uromys_anak
Sturnira_tildae
Molossus_molossus
Pteralopex_acrodonta
Rhynchomys_soricoides
Chiropodomys_pusillus
Typhlomys_cinereus
Cabassous_chacoensis
Vulpes_rueppellii
Gerbillus_andersoni
Pudu_mephistophiles
Nelsonia_neotomodon
Kerivoula_aerosa
Myotis_abei
Suncus_ater
Oecomys_rutilus
Cephalophus_weynsi
Histiotus_alienus
Akodon_aerosus
Macrogalidia_musschenbroekii
Dactylomys_boliviensis
Petaurista_elegans
Nycteris_hispida
Juscelinomys_talpinus
Microtus_transcaspicus
Tamias_striatus
Crocidura_phaeura
Rhinolophus_pearsonii
Paraleptomys_wilhelmina
Crocidura_smithii
Myosciurus_pumilio
Diclidurus_isabellus
Myotis_montivagus
Taterillus_gracilis
Pteralopex_atrata
Thallomys_shortridgei
Nannospalax_nehringi
Volemys_musseri
Melanomys_caliginosus
Tragelaphus_angasii
Allactodipus_bobrinskii
Sylvicapra_grimmia
Mazama_bricenii
Proechimys_magdalenae
Abrocoma_bennettii
Euroscaptor_parvidens
Liberiictis_kuhni
Mus_platythrix
Otomys_saundersiae
Paguma_larvata
Melomys_capensis
Hylopetes_baberi
Thomomys_bulbivorus
Thomasomys_laniger
Ctenomys_peruanus
Mallomys_aroaensis
Aplodontia_rufa
Haeromys_margarettae
Ammospermophilus_leucurus
Elephantulus_rozeti
Crocidura_nigeriae
Chaerephon_nigeriae
Dicrostonyx_richardsoni
Ziphius_cavirostris
Lissodelphis_peronii
Callosciurus_adamsi
Hydropotes_inermis
Mastomys_verheyeni
Cremnomys_elvira
Oecomys_cleberi
Spermophilus_musicus
Sorex_arcticus
Eubalaena_glacialis
Sorex_gracillimus
Thomasomys_notatus
Dasyprocta_punctata
Crocidura_bottegoides
Sciurus_sanborni
Wallabia_bicolor
Allocricetulus_curtatus
Peromyscus_interparietalis
Myomys_verreauxii
Rhinoceros_sondaicus
Gazella_dorcas
Sylvilagus_mansuetus
Mus_pahari
Eptesicus_somalicus
Apodemus_rusiges
Crocidura_cossyrensis
Cricetulus_migratorius
Rhynchogale_melleri
Cystophora_cristata
Tonatia_evotis
Gulo_gulo
Thomasomys_vestitus
Helogale_hirtula
Oryzorictes_hova
Lontra_canadensis
Otomops_formosus
Heteromys_goldmani
Dendrolagus_spadix
Pteropus_speciosus
Chalinolobus_picatus
Sciurus_anomalus
Presbytis_thomasi
Aethalops_alecto
Graphiurus_hueti
Cephalophus_spadix
Cephalophus_leucogaster
Tonatia_schulzi
Euroscaptor_mizura
Ochotona_erythrotis
Scapanus_townsendii
Cercopithecus_campbelli
Chimarrogale_phaeura
Haplonycteris_fischeri
Gazella_gazella
Orthogeomys_cuniculus
Macaca_ochreata
Neophoca_cinerea
Galictis_vittata
Hapalemur_aureus
Myotis_leibii
Sminthopsis_griseoventer
Orthogeomys_heterodus
Oryzomys_rhabdops
Sousa_chinensis
Nycteris_major
Bassaricyon_gabbii
Mesocricetus_auratus
Crocidura_nanilla
Platyrrhinus_infuscus
Crunomys_rabori
Leptonycteris_curasoae
Rhinolophus_luctus
Rhizomys_pruinosus
Diclidurus_albus
Oncifelis_guigna
Habromys_chinanteco
Clethrionomys_rutilus
Eothenomys_melanogaster
Chaetodipus_hispidus
Callosciurus_quinquestriatus
Pteromys_volans
Microtus_xanthognathus
Conepatus_leuconotus
Funambulus_layardi
Pipistrellus_kuhlii
Lepus_townsendii
Genetta_angolensis
Callicebus_cupreus
Cryptotis_avia
Dasycercus_cristicauda
Lepus_comus
Taphozous_australis
Mesoplodon_europaeus
Myosorex_sclateri
Kerivoula_smithii
Sminthopsis_crassicaudata
Saguinus_tripartitus
Cricetulus_barabensis
Pogonomelomys_bruijni
Peromyscus_melanocarpus
Phyllotis_wolffsohni
Echimys_saturnus
Saimiri_vanzolinii
Sundasciurus_steerii
Crocidura_grassei
Balaenoptera_acutorostrata
Halichoerus_grypus
Rousettus_celebensis
Peropteryx_leucoptera
Myotis_chinensis
Mus_saxicola
Mimon_crenulatum
Rattus_burrus
Phascolosorex_doriae
Pipistrellus_eisentrauti
Crocidura_denti
Perognathus_fasciatus
Mus_mahomet
Microcavia_shiptoni
Cryptoprocta_ferox
Amblysomus_gunningi
Nyctophilus_microtis
Chiroderma_trinitatum
Mogera_tokudae
Marmosops_fuscatus
Bassaricyon_beddardi
Lasiopodomys_brandtii
Pipistrellus_petersi
Akodon_dolores
Mesechinus_hughi
Pteropus_admiralitatum
Dama_mesopotamica
Lutra_maculicollis
Melomys_burtoni
Marmosa_murina
Vampyrum_spectrum
Maxomys_alticola
Mus_orangiae
Apomys_littoralis
Microtus_mexicanus
Leporillus_conditor
Stenomys_vandeuseni
Cercopithecus_petaurista
Oxymycterus_hiska
Otomys_anchietae
Phaulomys_andersoni
Funisciurus_anerythrus
Pygathrix_avunculus
Catopuma_temminckii
Saccopteryx_leptura
Dendromus_melanotis
Penthetor_lucasi
Pipistrellus_imbricatus
Chimarrogale_platycephala
Spermophilus_madrensis
Rhinolophus_sedulus
Stenella_coeruleoalba
Pteropus_livingstonii
Leopardus_tigrinus
Crocidura_armenica
Vombatus_ursinus
Pteropus_lombocensis
Myotis_thysanodes
Ovis_nivicola
Taxidea_taxus
Crocidura_arabica
Myotis_blythii
Ateles_chamek
Hipposideros_megalotis
Rhinolophus_marshalli
Alticola_montosa
Pipistrellus_tasmaniensis
Microtus_miurus
Mesoplodon_peruvianus
Microtus_montanus
Hybomys_basilii
Zygogeomys_trichopus
Acomys_ignitus
Myoxus_glis
Lepus_hainanus
Peromyscus_melanurus
Rhinoceros_unicornis
Capra_caucasica
Dendromus_nyikae
Rhinolophus_coelophyllus
Taterillus_petteri
Eptesicus_tenuipinnis
Lasiurus_egregius
Tamias_palmeri
Sundamys_maxi
Graphiurus_lorraineus
Cheirogaleus_medius
Neophocaena_phocaenoides
Vulpes_vulpes
Thomasomys_bombycinus
Hylopetes_nigripes
Diceros_bicornis
Dobsonia_pannietensis
Amorphochilus_schnablii
Lagenorhynchus_cruciger
Neophascogale_lorentzi
Peromyscus_megalops
Dactylopsila_tatei
Steatomys_jacksoni
Idiurus_macrotis
Amblysomus_hottentotus
Diplogale_hosei
Crocidura_polia
Perognathus_merriami
Oxymycterus_rufus
Myotis_evotis
Lagothrix_flavicauda
Amblysomus_julianae
Stenocephalemys_griseicauda
Lama_glama
Sorex_jacksoni
Gerbillus_bilensis
Tachyoryctes_spalacinus
Artibeus_jamaicensis
Nyctimene_rabori
Bullimus_bagobus
Cynomys_gunnisoni
Ammodorcas_clarkei
Meriones_chengi
Gerbillus_ruberrimus
Melonycteris_melanops
Jaculus_blanfordi
Scotophilus_robustus
Pseudomys_fuscus
Crocidura_lusitania
Sus_barbatus
Paraleptomys_rufilatus
Microtus_chrotorrhinus
Tamias_quadrimaculatus
Dactylomys_dactylinus
Cercopithecus_preussi
Tapirus_indicus
Lemniscomys_rosalia
Petaurista_leucogenys
Sminthopsis_macroura
Cephalorhynchus_hectori
Gerbillus_garamantis
Lonchorhina_marinkellei
Sminthopsis_butleri
Parantechinus_apicalis
Ctenomys_occultus
Sphiggurus_insidiosus
Equus_hemionus
Petrogale_concinna
Ateles_paniscus
Gerbillus_riggenbachi
Pteropus_tonganus
Lasiorhinus_krefftii
Murina_aurata
Peromyscus_polius
Bradypus_tridactylus
Echimys_braziliensis
Lepilemur_dorsalis
Thryonomys_swinderianus
Eulemur_coronatus
Rhinolophus_euryale
Microgale_dobsoni
Urotrichus_pilirostris
Myotis_peninsularis
Pseudalopex_culpaeus
Marmota_caligata
Phascolosorex_dorsalis
Micromys_minutus
Hylobates_gabriellae
Bandicota_savilei
Ateles_geoffroyi
Saguinus_nigricollis
Oryctolagus_cuniculus
Wilfredomys_pictipes
Spalax_graecus
Chinchilla_lanigera
Chaerephon_plicata
Crocidura_elongata
Apodemus_fulvipectus
Lontra_felina
Akodon_mansoensis
Crocidura_orii
Ctenomys_lewisi
Pygathrix_roxellana
Dromiciops_gliroides
Pharotis_imogene
Petaurista_petaurista
Saguinus_geoffroyi
Neotoma_floridana
Uranomys_ruddi
Vampyrodes_caraccioli
Pteropus_poliocephalus
Sundasciurus_davensis
Eptesicus_hottentotus
Kerivoula_phalaena
Canis_simensis
Spermophilus_xanthoprymnus
Rhipidomys_nitela
Erinaceus_europaeus
Capra_pyrenaica
Vampyressa_pusilla
Perameles_bougainville
Rattus_praetor
Rattus_losea
Sus_cebifrons
Mogera_robusta
Myotis_elegans
Proechimys_bolivianus
Hylobates_lar
Chionomys_gud
Sciurus_granatensis
Microtus_irani
Hoplomys_gymnurus
Lipotes_vexillifer
Tapirus_pinchaque
Mungotictis_decemlineata
Lonchophylla_dekeyseri
Chaetodipus_formosus
Oligoryzomys_flavescens
Potamochoerus_larvatus
Presbytis_frontata
Ctenomys_boliviensis
Euphractus_sexcinctus
Macropus_parma
Myospalax_psilurus
Olallamys_edax
Prosciurillus_weberi
Millardia_kondana
Thryonomys_gregorianus
Redunca_redunca
Alticola_lemminus
Cercartetus_lepidus
Crocidura_longipes
Coccymys_albidens
Mus_mattheyi
Callithrix_aurita
Proechimys_steerei
Thomomys_mazama
Akodon_serrensis
Scotoecus_albofuscus
Nyctophilus_timoriensis
Eumops_maurus
Macaca_fuscata
Reithrodontomys_brevirostris
Arctogalidia_trivirgata
Ozotoceros_bezoarticus
Molossops_aequatorianus
Crocidura_lanosa
Onychogalea_unguifera
Melomys_rubex
Uromys_hadrourus
Cervus_timorensis
Gerbillus_poecilops
Rhinolophus_capensis
Prionailurus_viverrinus
Mesoplodon_layardii
Eptesicus_tatei
Pecari_tajacu
Ateles_belzebuth
Crocidura_montis
Proedromys_bedfordi
Plecotus_taivanus
Gerbillus_tarabuli
Crossarchus_alexandri
Naemorhedus_caudatus
Tatera_robusta
Sorex_trowbridgii
Mustela_kathiah
Crocidura_niobe
Echimys_chrysurus
Suncus_etruscus
Balaena_mysticetus
Sundasciurus_juvencus
Stenomys_niobe
Cercopithecus_ascanius
Lemniscomys_linulus
Myotis_altarium
Gerbillus_pulvinatus
Crossarchus_obscurus
Lemmiscus_curtatus
Phyllostomus_discolor
